Index,herb,target
3478,1422,705
3479,1400,875
3480,242,2506
3481,807,867
3482,890,1977
3483,64,5119
3484,637,1330
3485,256,2540
3486,1195,2766
3487,126,1488
3488,376,526
3489,1295,1840
3490,479,4015
3491,410,1734
3492,663,1940
3493,453,146
3494,375,843
3495,87,5111
3496,1225,647
3497,474,2099
3498,1356,1635
3499,273,409
3500,334,2070
3501,242,1482
3502,184,650
3503,937,707
3504,360,1018
3505,389,3394
3506,343,2552
3507,1115,3346
3508,561,1474
3509,217,1870
3510,82,2175
3511,233,1508
3512,193,647
3513,617,146
3514,1214,1884
3515,916,1701
3516,170,2810
3517,1034,1298
3518,878,4632
3519,186,4917
3520,940,538
3521,1204,2157
3522,324,628
3523,339,564
3524,706,4838
3525,665,2818
3526,1079,4579
3527,351,4888
3528,5,1320
3529,821,1095
3530,545,3544
3531,64,2240
3532,755,4273
3533,713,5064
3534,680,144
3535,182,3252
3536,1164,891
3537,862,1022
3538,48,854
3539,1234,192
3540,223,3394
3541,242,835
3542,1013,4380
3543,492,553
3544,769,1783
3545,1173,4632
3546,472,2361
3547,82,1508
3548,1371,4606
3549,242,1561
3550,1424,3864
3551,1371,2174
3552,869,4044
3553,713,1508
3554,460,3154
3555,263,971
3556,630,1366
3557,20,843
3558,706,1488
3559,1436,3252
3560,349,708
3561,879,1827
3562,238,5183
3563,1115,2709
3564,821,2589
3565,40,2515
3566,382,3075
3567,504,850
3568,688,1173
3569,160,4964
3570,916,3723
3571,136,2510
3572,21,2810
3573,135,3633
3574,800,1734
3575,869,2346
3576,1284,1940
3577,1450,986
3578,1430,1313
3579,876,146
3580,257,843
3581,713,2702
3582,253,192
3583,572,2195
3584,173,3252
3585,1234,4777
3586,426,1173
3587,1450,4779
3588,1371,1014
3589,1249,345
3590,1421,1601
3591,46,4397
3592,1322,1783
3593,1313,3655
3594,1054,3815
3595,283,1338
3596,1034,2965
3597,619,192
3598,1061,843
3599,160,68
3600,648,4879
3601,690,848
3602,210,192
3603,125,504
3604,723,871
3605,324,192
3606,230,4348
3607,985,1972
3608,253,1000
3609,1205,1871
3610,671,1508
3611,170,5181
3612,920,151
3613,1472,3252
3614,1168,4093
3615,557,1508
3616,529,1179
3617,1115,2440
3618,170,1218
3619,759,138
3620,54,2441
3621,1391,4927
3622,626,1812
3623,1450,3005
3624,864,4385
3625,428,647
3626,1351,2293
3627,835,4495
3628,1197,3699
3629,406,2337
3630,893,835
3631,105,2844
3632,70,3440
3633,1234,1000
3634,1021,2634
3635,406,2195
3636,273,345
3637,1440,4804
3638,413,3075
3639,782,1320
3640,869,332
3641,749,3002
3642,60,565
3643,723,3091
3644,800,2810
3645,1457,4752
3646,355,1488
3647,201,192
3648,857,4777
3649,1170,2175
3650,367,2726
3651,1293,656
3652,879,2755
3653,193,26
3654,1371,3965
3655,77,4350
3656,372,871
3657,1034,1508
3658,1487,815
3659,570,4736
3660,644,553
3661,73,2070
3662,1109,4167
3663,1352,134
3664,890,1812
3665,588,3134
3666,632,526
3667,248,2748
3668,406,5148
3669,520,1075
3670,932,2157
3671,1356,843
3672,1054,99
3673,248,1508
3674,472,3146
3675,221,3134
3676,260,1075
3677,1224,1098
3678,821,4015
3679,106,2963
3680,722,1474
3681,593,2815
3682,730,1488
3683,755,1707
3684,711,3252
3685,857,750
3686,270,1911
3687,1168,2709
3688,1371,4777
3689,1025,627
3690,916,1722
3691,916,98
3692,731,1587
3693,537,1128
3694,1249,2818
3695,760,2157
3696,441,4798
3697,1238,3544
3698,858,526
3699,128,3080
3700,916,73
3701,963,2818
3702,396,1526
3703,858,1033
3704,426,3603
3705,977,2702
3706,189,4674
3707,351,816
3708,1436,4777
3709,1122,1722
3710,82,1457
3711,1190,2000
3712,328,4674
3713,805,1722
3714,1080,5183
3715,920,2743
3716,27,3075
3717,1444,3171
3718,5,3668
3719,1424,2741
3720,1408,843
3721,380,3127
3722,256,3394
3723,1090,3152
3724,1334,942
3725,46,2337
3726,878,1457
3727,197,4250
3728,114,4435
3729,731,2844
3730,104,5024
3731,482,3075
3732,1161,2047
3733,916,2711
3734,1063,4305
3735,1169,662
3736,1226,971
3737,203,2540
3738,472,1474
3739,1256,857
3740,890,134
3741,441,3018
3742,688,4804
3743,193,146
3744,1010,17
3745,21,2205
3746,696,1346
3747,755,1339
3748,851,2793
3749,315,3965
3750,1197,506
3751,329,192
3752,235,1362
3753,855,1488
3754,170,3265
3755,348,4277
3756,519,929
3757,774,2609
3758,492,1701
3759,580,5114
3760,851,3804
3761,588,625
3762,163,1488
3763,1361,2440
3764,1346,2810
3765,760,3127
3766,799,750
3767,170,1508
3768,865,97
3769,626,4937
3770,359,1488
3771,362,4573
3772,1429,4273
3773,916,3329
3774,319,1474
3775,1408,1354
3776,1356,1743
3777,426,3665
3778,570,4804
3779,64,4511
3780,560,1362
3781,367,4798
3782,261,4305
3783,87,3394
3784,17,2335
3785,367,1018
3786,699,1474
3787,1169,3394
3788,1422,722
3789,1011,1940
3790,1437,1911
3791,27,2335
3792,993,559
3793,626,1561
3794,942,1692
3795,1371,4936
3796,93,1911
3797,916,3135
3798,1292,553
3799,667,4838
3800,1356,1488
3801,900,5037
3802,1111,1128
3803,49,4140
3804,1351,1474
3805,203,1960
3806,621,99
3807,509,409
3808,410,26
3809,87,262
3810,451,850
3811,1487,4471
3812,605,3171
3813,1013,4937
3814,512,2743
3815,557,2810
3816,395,4815
3817,170,4807
3818,690,5072
3819,261,3152
3820,274,2335
3821,588,1150
3822,534,1474
3823,1234,1474
3824,879,2112
3825,1242,4573
3826,343,4015
3827,224,2287
3828,557,1366
3829,218,3005
3830,862,4015
3831,138,5109
3832,688,2355
3833,851,701
3834,1063,4350
3835,1356,3665
3836,560,843
3837,372,1128
3838,410,2600
3839,719,727
3840,310,4937
3841,1230,1870
3842,838,1812
3843,428,1890
3844,1017,3172
3845,711,5135
3846,1380,1018
3847,17,1488
3848,688,3047
3849,235,2205
3850,932,1871
3851,983,3154
3852,570,4624
3853,552,4167
3854,1061,3252
3855,210,705
3856,690,325
3857,993,1635
3858,90,3668
3859,630,5181
3860,942,2521
3861,73,3252
3862,88,192
3863,851,1720
3864,890,5044
3865,983,3129
3866,300,5181
3867,720,4511
3868,1422,4605
3869,406,4605
3870,588,1712
3871,459,2000
3872,1443,146
3873,807,678
3874,630,4250
3875,304,1722
3876,1186,2887
3877,278,647
3878,293,1457
3879,637,1722
3880,1164,2709
3881,40,3171
3882,1063,3156
3883,876,117
3884,170,3154
3885,973,3655
3886,1293,3252
3887,1029,3252
3888,947,4815
3889,620,4573
3890,1067,26
3891,87,875
3892,830,146
3893,720,146
3894,105,722
3895,597,314
3896,88,627
3897,939,3171
3898,1065,854
3899,451,1701
3900,123,4015
3901,21,291
3902,1053,750
3903,500,526
3904,1220,4856
3905,404,97
3906,454,4250
3907,1187,3171
3908,1173,3171
3909,920,656
3910,1054,4012
3911,1381,705
3912,343,314
3913,320,3789
3914,1034,769
3915,1338,1474
3916,1437,4804
3917,511,4241
3918,1295,2232
3919,251,1911
3920,1316,526
3921,315,2602
3922,1391,1783
3923,90,5171
3924,851,1060
3925,797,4919
3926,372,3049
3927,1243,3674
3928,12,2634
3929,125,2709
3930,1458,2355
3931,1458,843
3932,1274,192
3933,1161,5181
3934,1371,3949
3935,519,634
3936,304,1179
3937,1408,4624
3938,1316,3352
3939,1421,4012
3940,634,4273
3941,1371,2521
3942,1437,3784
3943,1161,2540
3944,17,1128
3945,66,492
3946,527,1809
3947,360,2815
3948,940,1119
3949,1214,2320
3950,713,857
3951,320,1812
3952,916,3689
3953,1197,2186
3954,876,2205
3955,1054,3518
3956,1360,2616
3957,1370,1474
3958,774,2010
3959,199,531
3960,1063,647
3961,711,1362
3962,395,3815
3963,939,110
3964,851,882
3965,780,3544
3966,1090,2709
3967,406,3699
3968,570,322
3969,933,1795
3970,1170,295
3971,21,647
3972,312,1488
3973,648,4273
3974,857,2518
3975,1197,1911
3976,513,2155
3977,37,1474
3978,731,2337
3979,1301,1555
3980,1170,4632
3981,105,2267
3982,374,325
3983,707,146
3984,760,3250
3985,1456,1722
3986,218,1871
3987,87,965
3988,988,3394
3989,1371,971
3990,472,604
3991,884,4511
3992,1458,2518
3993,1079,1911
3994,82,4973
3995,336,3091
3996,184,2293
3997,1158,4783
3998,408,1128
3999,648,4337
4000,1182,848
4001,648,1930
4002,947,1488
4003,574,1911
4004,1371,4462
4005,376,3265
4006,256,3252
4007,587,2717
4008,920,146
4009,851,2014
4010,916,2810
4011,600,4012
4012,220,1508
4013,241,2003
4014,1092,1758
4015,1164,1783
4016,70,3394
4017,1297,4607
4018,1034,2609
4019,1456,3394
4020,1443,2337
4021,1340,84
4022,1430,5181
4023,88,3252
4024,126,2267
4025,632,965
4026,446,2702
4027,1408,705
4028,1457,3171
4029,73,2112
4030,73,3016
4031,459,1565
4032,983,3319
4033,410,1366
4034,1042,2302
4035,1155,560
4036,1034,192
4037,1297,192
4038,301,1474
4039,586,4305
4040,406,2810
4041,715,1075
4042,891,4783
4043,961,4736
4044,1309,3171
4045,1298,1474
4046,238,1831
4047,530,329
4048,1197,722
4049,572,1811
4050,805,4956
4051,1371,4607
4052,1267,4548
4053,1345,3703
4054,890,1173
4055,123,1702
4056,557,2815
4057,190,2175
4058,1161,146
4059,1424,4511
4060,731,4196
4061,916,1911
4062,1190,1346
4063,632,1474
4064,149,3742
4065,774,1508
4066,1356,3789
4067,1214,316
4068,1111,750
4069,460,3152
4070,1230,1686
4071,1167,3668
4072,496,843
4073,807,3252
4074,210,559
4075,182,2433
4076,1204,4015
4077,1105,4632
4078,1063,315
4079,720,606
4080,800,647
4081,1447,37
4082,916,3394
4083,272,3904
4084,851,627
4085,1448,3789
4086,219,1474
4087,1168,3353
4088,978,1871
4089,1355,5181
4090,1461,843
4091,1351,3668
4092,256,3171
4093,399,1354
4094,128,3075
4095,978,1160
4096,82,1259
4097,1230,68
4098,380,4777
4099,851,4937
4100,203,647
4101,123,2709
4102,1336,1701
4103,449,4879
4104,1242,3250
4105,1141,146
4106,1322,3252
4107,663,634
4108,1161,4380
4109,437,843
4110,1204,1482
4111,696,470
4112,439,192
4113,587,526
4114,607,97
4115,184,262
4116,60,470
4117,512,2346
4118,1068,2702
4119,87,828
4120,600,478
4121,1123,1734
4122,916,5181
4123,1466,2607
4124,1338,5148
4125,1295,645
4126,210,3440
4127,1043,2726
4128,17,108
4129,189,4777
4130,218,1259
4131,442,4406
4132,203,1694
4133,1205,843
4134,410,627
4135,1436,5099
4136,40,444
4137,1316,2540
4138,76,192
4139,626,4729
4140,1484,654
4141,428,604
4142,164,132
4143,983,2687
4144,556,134
4145,1450,1482
4146,1242,4607
4147,382,722
4148,472,4305
4149,754,1339
4150,530,2521
4151,588,2518
4152,217,1474
4153,1382,889
4154,98,1488
4155,947,1338
4156,834,1955
4157,1010,3784
4158,375,4700
4159,1458,1254
4160,203,1119
4161,900,163
4162,376,1018
4163,1393,1812
4164,864,1141
4165,980,1783
4166,300,647
4167,663,1397
4168,375,1871
4169,1092,3252
4170,864,4273
4171,1400,4765
4172,207,4167
4173,193,1259
4174,186,4512
4175,1295,1366
4176,153,2552
4177,983,1338
4178,270,470
4179,916,1681
4180,235,5181
4181,626,234
4182,1466,1977
4183,534,2346
4184,380,4467
4185,187,526
4186,105,750
4187,170,4936
4188,48,835
4189,949,5169
4190,968,68
4191,1045,5171
4192,588,1721
4193,1122,3394
4194,1234,1330
4195,40,1488
4196,1375,655
4197,242,3394
4198,1173,903
4199,586,3394
4200,864,2726
4201,1224,501
4202,152,2518
4203,720,2280
4204,1295,3724
4205,184,722
4206,688,2607
4207,1373,4419
4208,1390,2006
4209,312,2346
4210,1076,3171
4211,396,2810
4212,1204,3005
4213,190,1561
4214,690,192
4215,512,2540
4216,1241,4029
4217,339,3171
4218,627,492
4219,300,1488
4220,838,2205
4221,343,854
4222,1375,656
4223,519,3171
4224,821,2552
4225,203,4616
4226,588,1221
4227,54,3250
4228,1031,1953
4229,1205,146
4230,182,1474
4231,968,4921
4232,1400,942
4233,940,3180
4234,395,4305
4235,626,3005
4236,663,4729
4237,939,3436
4238,94,1474
4239,371,843
4240,451,3171
4241,588,1474
4242,1327,1622
4243,713,854
4244,1412,1508
4245,1325,4273
4246,1329,4240
4247,869,4250
4248,492,3171
4249,1436,625
4250,1358,4573
4251,495,5055
4252,1186,971
4253,1183,1890
4254,189,1221
4255,1243,2783
4256,406,4140
4257,886,917
4258,311,3252
4259,1360,867
4260,904,1474
4261,233,2433
4262,372,68
4263,1450,2070
4264,372,1488
4265,188,705
4266,1351,559
4267,1372,857
4268,529,121
4269,1295,4366
4270,1061,4752
4271,164,1474
4272,70,1396
4273,46,2295
4274,436,560
4275,217,1488
4276,1338,1207
4277,60,3134
4278,711,1899
4279,1322,1240
4280,1252,4213
4281,1206,1221
4282,320,4736
4283,150,4573
4284,1224,5057
4285,399,531
4286,680,2302
4287,1205,234
4288,821,647
4289,1433,1488
4290,535,875
4291,451,2702
4292,46,750
4293,579,1735
4294,537,4674
4295,557,2844
4296,380,2335
4297,70,634
4298,942,843
4299,25,875
4300,641,3252
4301,1167,3252
4302,329,2810
4303,1168,1871
4304,586,1316
4305,838,521
4306,458,4912
4307,727,3056
4308,1010,655
4309,80,875
4310,1239,2702
4311,351,662
4312,1032,2346
4313,1487,192
4314,220,1221
4315,600,3250
4316,1465,3122
4317,851,326
4318,1205,409
4319,251,2155
4320,190,3379
4321,1424,1734
4322,232,1508
4323,138,2337
4324,102,182
4325,426,3804
4326,242,1743
4327,1111,1366
4328,1143,1362
4329,1297,2844
4330,479,2157
4331,1161,1587
4332,399,1930
4333,573,4911
4334,1164,4919
4335,834,2453
4336,1047,3666
4337,436,553
4338,1428,4752
4339,64,3789
4340,126,2437
4341,454,850
4342,1011,1812
4343,439,843
4344,719,94
4345,543,875
4346,1205,1561
4347,242,2195
4348,245,2267
4349,1371,5058
4350,731,469
4351,1025,131
4352,1011,5181
4353,535,34
4354,706,1734
4355,1393,2157
4356,12,1678
4357,87,3699
4358,890,2355
4359,774,604
4360,1183,4674
4361,1461,2540
4362,701,4012
4363,1197,3524
4364,82,151
4365,193,539
4366,1161,1259
4367,1170,2205
4368,224,907
4369,460,5148
4370,1062,146
4371,50,2518
4372,1267,3177
4373,1458,3240
4374,807,3517
4375,1034,1218
4376,1039,3252
4377,720,144
4378,1267,1783
4379,932,3104
4380,728,1449
4381,1307,3394
4382,1360,110
4383,1448,5181
4384,1158,4804
4385,1457,647
4386,709,322
4387,207,1474
4388,1167,4348
4389,851,730
4390,1313,3603
4391,1155,4348
4392,535,2810
4393,552,4573
4394,1450,1018
4395,1345,4467
4396,1280,907
4397,1381,801
4398,988,192
4399,101,2170
4400,320,2702
4401,312,2335
4402,890,3171
4403,1168,4193
4404,1456,4838
4405,556,4305
4406,663,1812
4407,864,3018
4408,219,2684
4409,758,2157
4410,64,3633
4411,64,843
4412,1373,2047
4413,324,627
4414,588,26
4415,665,5106
4416,855,3252
4417,382,2337
4418,1295,2828
4419,767,1508
4420,1482,2341
4421,600,1290
4422,706,1474
4423,1173,3265
4424,939,3047
4425,519,4779
4426,263,4467
4427,105,1354
4428,680,4937
4429,297,1508
4430,969,1508
4431,586,4674
4432,329,3252
4433,893,4015
4434,458,4767
4435,436,3075
4436,987,4348
4437,458,492
4438,510,2576
4439,1173,4752
4440,300,492
4441,453,3437
4442,731,634
4443,599,2457
4444,1061,2170
4445,218,341
4446,789,1911
4447,768,4050
4448,760,1734
4449,479,2190
4450,178,2818
4451,901,4512
4452,758,2709
4453,17,3768
4454,1076,4736
4455,5,495
4456,527,1688
4457,663,628
4458,1234,2070
4459,21,478
4460,663,3789
4461,933,647
4462,1421,3317
4463,587,647
4464,376,1221
4465,495,3171
4466,1138,2815
4467,955,507
4468,1437,5065
4469,1276,507
4470,916,564
4471,1230,2382
4472,1389,146
4473,472,3317
4474,519,5148
4475,1325,5106
4476,701,3456
4477,178,559
4478,1169,1060
4479,662,218
4480,727,4804
4481,513,4467
4482,390,4752
4483,961,3171
4484,782,3109
4485,64,2052
4486,728,200
4487,1204,2887
4488,261,2518
4489,38,1474
4490,293,903
4491,1379,707
4492,1214,1706
4493,460,2709
4494,1197,4304
4495,315,2708
4496,409,2000
4497,922,1972
4498,510,854
4499,315,1366
4500,942,5183
4501,667,843
4502,780,1890
4503,1034,971
4504,10,5050
4505,500,3603
4506,754,4783
4507,1351,1508
4508,312,1128
4509,978,3413
4510,873,4838
4511,690,1173
4512,375,5057
4513,1105,1128
4514,993,4512
4515,978,1354
4516,1381,5183
4517,182,3646
4518,189,3789
4519,602,526
4520,1234,1526
4521,1124,1488
4522,1170,3228
4523,1297,4767
4524,273,843
4525,87,5181
4526,339,408
4527,1221,4573
4528,360,5181
4529,382,4736
4530,970,2815
4531,1170,3146
4532,182,2726
4533,17,226
4534,920,3789
4535,64,4736
4536,637,843
4537,388,314
4538,663,2174
4539,767,2335
4540,512,3171
4541,179,1128
4542,1008,4350
4543,1487,2320
4544,939,2607
4545,86,3375
4546,135,4406
4547,472,315
4548,1338,854
4549,1241,875
4550,1483,4815
4551,178,5183
4552,185,3171
4553,73,108
4554,1448,986
4555,235,875
4556,848,1734
4557,797,495
4558,530,1199
4559,604,1221
4560,1182,1474
4561,460,4250
4562,602,3075
4563,1294,4798
4564,1311,875
4565,1436,3768
4566,593,1474
4567,1011,2335
4568,153,1095
4569,1062,1812
4570,916,1871
4571,1416,4921
4572,1322,1320
4573,263,843
4574,1182,1254
4575,1032,3075
4576,932,192
4577,1067,1474
4578,1168,77
4579,543,1508
4580,1234,2302
4581,353,1474
4582,1436,867
4583,374,1018
4584,720,1508
4585,469,4213
4586,27,2047
4587,351,4573
4588,713,722
4589,320,1400
4590,886,4406
4591,983,68
4592,880,553
4593,688,1474
4594,1160,843
4595,159,843
4596,366,4186
4597,724,2205
4598,886,3848
4599,1011,1128
4600,106,1488
4601,1090,553
4602,706,4987
4603,1284,3703
4604,880,2709
4605,917,2175
4606,557,2702
4607,1186,929
4608,1063,2372
4609,947,1846
4610,197,2899
4611,1092,3679
4612,437,1488
4613,720,1210
4614,1090,1128
4615,974,3699
4616,755,647
4617,273,2576
4618,367,4674
4619,27,5181
4620,939,2000
4621,1063,634
4622,937,3329
4623,1052,1812
4624,886,4911
4625,875,931
4626,630,5148
4627,202,192
4628,1161,986
4629,1457,1508
4630,1186,192
4631,236,3604
4632,1105,843
4633,80,3177
4634,1456,1734
4635,375,1240
4636,1205,4937
4637,862,3394
4638,1105,5181
4639,851,2951
4640,1295,326
4641,170,2186
4642,569,2337
4643,969,4078
4644,547,3633
4645,1144,4250
4646,1262,1488
4647,591,4978
4648,630,835
4649,1375,1221
4650,743,2006
4651,1468,3156
4652,142,1075
4653,1169,5000
4654,988,2205
4655,1450,634
4656,643,1018
4657,648,5050
4658,670,850
4659,55,843
4660,1450,2346
4661,975,351
4662,1350,4752
4663,64,4305
4664,105,2540
4665,932,3250
4666,755,2046
4667,340,2780
4668,101,316
4669,203,1353
4670,1167,5055
4671,49,1474
4672,1345,3668
4673,1115,2781
4674,224,1212
4675,848,1474
4676,70,4291
4677,720,2335
4678,1450,2047
4679,101,1706
4680,210,3949
4681,1340,2000
4682,269,843
4683,459,2335
4684,512,1734
4685,197,2518
4686,1340,4917
4687,1197,3265
4688,602,131
4689,450,146
4690,993,1320
4691,203,3346
4692,851,1488
4693,1160,5200
4694,1360,843
4695,415,564
4696,1289,857
4697,1458,1871
4698,665,1911
4699,1453,1022
4700,410,3171
4701,807,843
4702,916,4250
4703,1067,1320
4704,1436,1150
4705,291,1474
4706,428,4273
4707,199,3171
4708,573,3802
4709,513,1397
4710,321,17
4711,1246,564
4712,238,1259
4713,780,3864
4714,920,4767
4715,376,1320
4716,218,444
4717,851,2190
4718,1224,1474
4719,1205,5072
4720,557,1320
4721,455,2458
4722,733,1734
4723,1205,3252
4724,87,722
4725,223,3252
4726,570,2346
4727,311,192
4728,1364,291
4729,1026,2205
4730,713,444
4731,1456,2815
4732,380,1128
4733,270,1681
4734,73,1396
4735,479,1362
4736,1281,3171
4737,315,538
4738,727,1474
4739,248,492
4740,27,1474
4741,410,1722
4742,1408,2287
4743,586,1320
4744,570,21
4745,906,1014
4746,50,667
4747,644,1816
4748,361,3104
4749,711,4624
4750,1017,5135
4751,644,5183
4752,622,1124
4753,380,1983
4754,388,1018
4755,644,2600
4756,1011,1474
4757,604,1488
4758,287,4048
4759,382,1000
4760,64,2630
4761,831,3322
4762,1105,2810
4763,1301,2205
4764,600,3674
4765,993,1871
4766,1186,2810
4767,469,3075
4768,1007,1812
4769,203,4581
4770,382,1508
4771,529,526
4772,375,857
4773,50,972
4774,1197,4467
4775,140,4736
4776,663,4674
4777,776,2810
4778,685,2112
4779,818,553
4780,626,409
4781,537,722
4782,1184,4624
4783,1293,2175
4784,340,891
4785,1390,3912
4786,630,4337
4787,91,4167
4788,60,4728
4789,375,1977
4790,1150,2175
4791,221,3633
4792,1450,3394
4793,749,4346
4794,22,4837
4795,188,3703
4796,1412,4813
4797,220,4273
4798,963,2358
4799,362,3689
4800,190,5072
4801,911,1972
4802,221,17
4803,64,26
4804,396,1508
4805,963,2355
4806,1111,3171
4807,648,2971
4808,210,2129
4809,60,1911
4810,758,1018
4811,1426,1955
4812,309,2440
4813,667,4877
4814,272,2617
4815,511,1366
4816,233,2540
4817,406,341
4818,1313,4078
4819,428,4937
4820,1371,705
4821,1373,4729
4822,127,5135
4823,535,26
4824,610,2302
4825,207,531
4826,916,4669
4827,884,553
4828,1360,4700
4829,1128,3706
4830,1197,1734
4831,626,492
4832,978,1625
4833,939,5057
4834,242,929
4835,70,3034
4836,787,1474
4837,714,1701
4838,600,3518
4839,1170,4736
4840,665,4385
4841,754,1234
4842,324,187
4843,64,3289
4844,1358,2361
4845,210,3643
4846,321,2070
4847,360,1488
4848,954,564
4849,279,478
4850,1297,1457
4851,978,1037
4852,1314,3319
4853,190,843
4854,864,5183
4855,149,565
4856,959,1320
4857,382,2205
4858,1017,1795
4859,728,5106
4860,560,3394
4861,1371,3870
4862,711,4937
4863,1458,2521
4864,82,4674
4865,610,5106
4866,802,4964
4867,1393,816
4868,372,3160
4869,399,705
4870,197,2634
4871,48,2607
4872,1039,2335
4873,978,4719
4874,1436,1286
4875,884,577
4876,1234,146
4877,1436,1018
4878,1437,4467
4879,849,492
4880,21,4695
4881,688,1812
4882,48,526
4883,1039,4133
4884,983,1474
4885,529,3174
4886,40,843
4887,129,5181
4888,713,4573
4889,376,5072
4890,916,4511
4891,64,1320
4892,901,5024
4893,504,3668
4894,1267,1445
4895,1421,4695
4896,761,4736
4897,396,3603
4898,1201,4637
4899,40,656
4900,1183,3091
4901,530,2205
4902,1456,2205
4903,395,1290
4904,17,3438
4905,218,2887
4906,340,3931
4907,458,3394
4908,1325,3171
4909,1428,2335
4910,1356,4589
4911,460,4419
4912,1225,2609
4913,1487,3544
4914,643,4250
4915,128,3253
4916,597,564
4917,1450,4140
4918,396,750
4919,1184,4273
4920,1029,409
4921,472,4736
4922,511,4777
4923,223,538
4924,1102,2844
4925,521,624
4926,1456,564
4927,799,4736
4928,459,750
4929,1251,3134
4930,419,1812
4931,375,3047
4932,1360,3171
4933,102,1474
4934,617,1018
4935,270,4273
4936,5,2518
4937,340,495
4938,49,1075
4939,1391,3864
4940,54,4674
4941,183,4495
4942,312,1320
4943,1077,382
4944,858,4511
4945,196,1400
4946,458,495
4947,218,4380
4948,1130,4864
4949,1437,2190
4950,40,2000
4951,270,3699
4952,955,3091
4953,706,553
4954,1161,3627
4955,1274,4674
4956,614,4937
4957,229,2810
4958,1168,1353
4959,1205,1702
4960,376,3394
4961,1025,2600
4962,34,5181
4963,1421,4082
4964,557,352
4965,21,99
4966,175,966
4967,805,4471
4968,3,843
4969,17,843
4970,1011,2457
4971,890,4512
4972,930,4563
4973,343,647
4974,1053,5000
4975,701,2000
4976,396,843
4977,1350,192
4978,426,1812
4979,479,2047
4980,1086,3655
4981,805,3665
4982,977,2437
4983,60,4215
4984,648,17
4985,620,2815
4986,706,5072
4987,1381,604
4988,620,1690
4989,273,5073
4990,1464,627
4991,324,4049
4992,886,3016
4993,1067,3998
4994,1053,3992
4995,1054,478
4996,450,1474
4997,210,645
4998,1340,2818
4999,300,5087
5000,699,843
5001,1047,3724
5002,197,2169
5003,182,830
5004,1084,3633
5005,665,1706
5006,502,871
5007,93,1124
5008,1054,2810
5009,85,2965
5010,152,2335
5011,602,5181
5012,60,1354
5013,1334,4804
5014,724,1320
5015,1200,4798
5016,711,4250
5017,569,192
5018,1336,1075
5019,32,5109
5020,719,1018
5021,626,444
5022,1284,444
5023,932,722
5024,27,1561
5025,1168,830
5026,273,3240
5027,1067,1489
5028,334,2099
5029,171,850
5030,100,1681
5031,569,1018
5032,1335,2205
5033,1169,986
5034,351,2361
5035,799,3252
5036,947,1870
5037,282,3018
5038,125,4115
5039,1195,2702
5040,170,854
5041,442,1457
5042,1197,2155
5043,270,3035
5044,343,1812
5045,312,4674
5046,1336,656
5047,1371,1963
5048,630,1734
5049,977,2810
5050,1150,4804
5051,1412,4674
5052,73,1018
5053,500,5181
5054,1222,843
5055,1393,3122
5056,916,3797
5057,1424,1508
5058,711,4777
5059,413,2335
5060,339,4250
5061,54,3815
5062,831,4669
5063,193,131
5064,207,843
5065,87,2463
5066,844,3703
5067,261,1362
5068,1077,2293
5069,87,4305
5070,160,5204
5071,1327,4365
5072,263,2000
5073,1466,5057
5074,1432,3252
5075,237,1692
5076,723,2630
5077,60,4305
5078,1295,971
5079,987,4350
5080,343,4777
5081,1412,4082
5082,37,2702
5083,947,1816
5084,1448,4273
5085,87,2157
5086,98,154
5087,1373,2195
5088,1408,146
5089,1052,2157
5090,1223,4804
5091,626,1221
5092,602,1734
5093,988,843
5094,1214,1911
5095,1197,1512
5096,587,1804
5097,87,2112
5098,962,3028
5099,235,4250
5100,587,857
5101,60,1474
5102,242,986
5103,754,3920
5104,1002,5176
5105,1327,146
5106,64,3135
5107,830,3252
5108,153,4241
5109,1079,3724
5110,245,3056
5111,458,1210
5112,437,182
5113,1457,1722
5114,1047,1018
5115,878,634
5116,1053,2000
5117,645,5131
5118,588,1286
5119,1462,1827
5120,272,1128
5121,1322,1122
5122,1424,3372
5123,800,1244
5124,1234,4588
5125,810,1358
5126,1373,1587
5127,511,526
5128,296,2335
5129,60,1508
5130,529,871
5131,395,1000
5132,360,1482
5133,975,3689
5134,436,4736
5135,690,3122
5136,1371,931
5137,1001,2540
5138,586,4221
5139,665,2170
5140,671,3171
5141,713,3643
5142,1017,647
5143,187,3228
5144,382,2335
5145,1197,634
5146,1186,750
5147,1424,705
5148,1379,564
5149,87,2190
5150,1348,1075
5151,977,492
5152,947,34
5153,588,986
5154,1295,4273
5155,634,4167
5156,1021,4273
5157,1379,417
5158,404,3252
5159,1223,620
5160,1053,3897
5161,360,2175
5162,315,645
5163,940,2781
5164,937,192
5165,159,2634
5166,110,3075
5167,106,3394
5168,441,3171
5169,600,2441
5170,667,2971
5171,761,830
5172,1349,4937
5173,851,3898
5174,105,3394
5175,968,857
5176,1463,5181
5177,755,2010
5178,257,2630
5179,1169,4752
5180,1234,531
5181,774,4167
5182,1361,3689
5183,851,1453
5184,1144,3633
5185,1074,3104
5186,160,2112
5187,769,526
5188,873,1488
5189,963,345
5190,906,3252
5191,27,2887
5192,1322,4300
5193,1182,1812
5194,1455,4273
5195,70,2518
5196,377,4273
5197,1466,132
5198,720,2271
5199,1195,1128
5200,409,2702
5201,12,4767
5202,963,3789
5203,760,21
5204,962,4241
5205,859,2810
5206,449,2766
5207,720,2540
5208,201,3134
5209,1461,4838
5210,1085,1340
