Index,herb,target
3618,1481,1257
3619,585,873
3620,6,3264
3621,534,1394
3622,110,560
3623,1453,1883
3624,383,2978
3625,623,532
3626,1197,2982
3627,14,3286
3628,116,2796
3629,1183,2518
3630,86,2514
3631,255,1056
3632,556,2332
3633,930,4059
3634,176,4314
3635,771,4439
3636,149,2723
3637,1022,1825
3638,1173,1958
3639,1379,2288
3640,122,1947
3641,466,2614
3642,1261,5039
3643,1354,253
3644,967,3081
3645,661,1689
3646,429,4243
3647,1474,1744
3648,1416,503
3649,790,1671
3650,1147,4711
3651,390,2300
3652,25,474
3653,75,491
3654,1465,1399
3655,842,4757
3656,42,510
3657,1145,349
3658,677,4798
3659,915,3475
3660,1233,724
3661,620,3314
3662,586,2537
3663,776,4242
3664,1325,502
3665,664,3879
3666,55,3547
3667,1250,902
3668,433,2176
3669,800,3297
3670,351,3749
3671,832,4112
3672,600,3532
3673,1275,4093
3674,584,984
3675,10,4706
3676,1185,3405
3677,77,2128
3678,231,4248
3679,706,3717
3680,568,2545
3681,509,4838
3682,872,4572
3683,79,3761
3684,608,3479
3685,135,4259
3686,1375,4765
3687,1227,1223
3688,818,1696
3689,904,5207
3690,1304,2523
3691,1451,625
3692,450,849
3693,695,2468
3694,506,4886
3695,1413,3475
3696,1425,2951
3697,897,734
3698,485,3139
3699,191,4918
3700,1390,1760
3701,557,2933
3702,380,64
3703,1328,4313
3704,469,3601
3705,960,3243
3706,1489,1486
3707,1031,805
3708,134,1923
3709,349,3371
3710,1116,557
3711,482,4605
3712,444,2101
3713,383,2540
3714,167,1072
3715,750,613
3716,932,353
3717,231,3700
3718,977,1727
3719,1188,3960
3720,876,6
3721,542,2440
3722,383,5021
3723,1040,2695
3724,1098,950
3725,465,3125
3726,229,3258
3727,192,4565
3728,838,4953
3729,838,4863
3730,56,1666
3731,702,3806
3732,911,4404
3733,824,4415
3734,1138,2908
3735,1143,4931
3736,1230,1388
3737,1462,3482
3738,890,382
3739,791,2409
3740,1481,4797
3741,330,125
3742,67,825
3743,1430,4298
3744,1106,1329
3745,175,3123
3746,789,941
3747,697,3704
3748,1188,114
3749,714,1689
3750,1313,1132
3751,1107,428
3752,821,2620
3753,1068,5081
3754,1342,3260
3755,127,2679
3756,680,4467
3757,160,2268
3758,1361,905
3759,191,4350
3760,821,3697
3761,1081,3605
3762,1276,4157
3763,399,2010
3764,1402,1345
3765,84,805
3766,790,5091
3767,138,3608
3768,7,3707
3769,817,4474
3770,1196,1682
3771,386,2934
3772,810,4309
3773,1362,1251
3774,1158,5143
3775,887,1327
3776,326,4142
3777,1066,5109
3778,192,4191
3779,1071,3332
3780,462,1374
3781,52,413
3782,1005,2925
3783,628,5193
3784,657,2020
3785,659,1576
3786,1452,3678
3787,977,1948
3788,204,4095
3789,781,2111
3790,1361,3625
3791,146,1442
3792,618,2447
3793,661,1514
3794,187,1047
3795,993,155
3796,773,2670
3797,1012,2663
3798,1219,4673
3799,1360,3781
3800,1205,1712
3801,9,4092
3802,1452,3271
3803,1337,3338
3804,287,4891
3805,203,4000
3806,310,2752
3807,326,4415
3808,132,602
3809,1388,3484
3810,160,978
3811,639,1184
3812,899,3183
3813,1017,1536
3814,1071,30
3815,64,1631
3816,447,1751
3817,446,2004
3818,899,2217
3819,834,4924
3820,578,4593
3821,1033,906
3822,815,3361
3823,1136,3491
3824,1352,3759
3825,529,171
3826,378,4592
3827,1113,3257
3828,642,4641
3829,81,5184
3830,1073,1935
3831,118,486
3832,884,2717
3833,402,576
3834,223,1608
3835,1281,2201
3836,672,17
3837,939,928
3838,53,3343
3839,1223,3998
3840,120,3684
3841,563,151
3842,36,2954
3843,1249,2729
3844,1386,4348
3845,446,2269
3846,941,4934
3847,906,1608
3848,71,4143
3849,1015,3967
3850,1353,4180
3851,401,2417
3852,1117,800
3853,46,623
3854,1036,786
3855,403,2584
3856,927,317
3857,1376,3027
3858,400,4005
3859,1358,2599
3860,1198,3276
3861,31,970
3862,688,244
3863,1108,2559
3864,297,4840
3865,542,2803
3866,192,2089
3867,610,617
3868,48,2210
3869,1395,325
3870,620,2648
3871,961,2788
3872,1306,2712
3873,689,2523
3874,1390,2965
3875,1456,2467
3876,248,4587
3877,905,4300
3878,1453,4160
3879,998,4061
3880,367,2849
3881,1105,4009
3882,604,4140
3883,1255,1896
3884,385,4634
3885,1084,3936
3886,445,1480
3887,375,1681
3888,407,3367
3889,19,5128
3890,520,239
3891,21,1392
3892,1228,2329
3893,58,2670
3894,383,3536
3895,51,3276
3896,270,4930
3897,1129,3250
3898,747,233
3899,390,881
3900,1285,2589
3901,1305,1470
3902,1039,4055
3903,296,3258
3904,999,1068
3905,380,1538
3906,728,2581
3907,653,1220
3908,1292,732
3909,1089,2161
3910,1422,1047
3911,527,2459
3912,556,4658
3913,380,329
3914,1496,2001
3915,667,4958
3916,915,413
3917,447,302
3918,354,3583
3919,890,645
3920,694,3701
3921,1256,3339
3922,467,3639
3923,338,898
3924,662,1807
3925,626,5063
3926,358,1393
3927,261,3116
3928,370,2114
3929,154,223
3930,965,2409
3931,688,9
3932,1414,2547
3933,955,937
3934,1312,3971
3935,862,1326
3936,1187,193
3937,167,4348
3938,620,4192
3939,26,4530
3940,1267,2977
3941,453,4562
3942,566,4698
3943,1062,3501
3944,690,475
3945,225,3665
3946,27,2326
3947,343,878
3948,895,2058
3949,1176,4316
3950,316,5167
3951,748,2886
3952,339,3416
3953,1305,1879
3954,1330,1549
3955,1308,2466
3956,170,2576
3957,1181,3558
3958,63,119
3959,440,1842
3960,644,2550
3961,578,4327
3962,1389,601
3963,781,1513
3964,82,4148
3965,296,3365
3966,533,5148
3967,1420,4810
3968,937,786
3969,346,4720
3970,372,3310
3971,1290,1698
3972,120,960
3973,1286,2734
3974,171,683
3975,799,2549
3976,1361,1574
3977,1313,648
3978,746,631
3979,497,837
3980,889,4189
3981,60,1125
3982,1367,710
3983,48,4778
3984,1282,3166
3985,14,2486
3986,1405,2496
3987,458,3207
3988,687,45
3989,93,4401
3990,1402,4895
3991,1174,1441
3992,900,813
3993,1218,3042
3994,913,4631
3995,413,3007
3996,171,504
3997,475,3441
3998,444,4263
3999,293,249
4000,355,3795
4001,977,3875
4002,115,62
4003,881,368
4004,1375,1842
4005,613,2913
4006,1189,530
4007,839,4345
4008,1207,1825
4009,1025,4936
4010,498,2518
4011,1131,204
4012,587,2666
4013,1377,4405
4014,1110,2379
4015,565,878
4016,719,998
4017,1304,4422
4018,212,4268
4019,860,3517
4020,1080,2602
4021,272,2181
4022,1483,3881
4023,535,2178
4024,818,2594
4025,676,1045
4026,1197,1423
4027,1452,891
4028,626,4627
4029,953,3619
4030,1179,1920
4031,1359,3297
4032,393,1288
4033,572,5030
4034,296,1710
4035,1126,4360
4036,867,1534
4037,947,4538
4038,576,398
4039,625,3739
4040,1354,4229
4041,1174,4618
4042,40,5169
4043,1385,2733
4044,1193,4151
4045,396,3289
4046,840,771
4047,320,138
4048,1482,5074
4049,191,4812
4050,389,3593
4051,1192,4910
4052,629,2749
4053,1350,2140
4054,616,1166
4055,1283,2069
4056,90,1828
4057,482,1543
4058,1238,836
4059,180,417
4060,157,516
4061,1245,2691
4062,20,83
4063,1310,468
4064,509,1101
4065,969,839
4066,724,4213
4067,1065,387
4068,125,5101
4069,486,3334
4070,1185,5094
4071,322,1911
4072,377,4749
4073,1329,2158
4074,1047,4121
4075,934,815
4076,1320,3097
4077,175,4760
4078,137,2326
4079,460,2222
4080,1089,1451
4081,676,4902
4082,118,2973
4083,1070,4648
4084,98,3
4085,1179,517
4086,540,2065
4087,1419,694
4088,1414,2980
4089,841,1539
4090,1385,5138
4091,946,2892
4092,999,2586
4093,1373,2041
4094,1037,4031
4095,790,2732
4096,1372,2034
4097,1473,4066
4098,895,3642
4099,772,2909
4100,797,1401
4101,1140,755
4102,441,4249
4103,316,3376
4104,1060,2048
4105,1415,609
4106,964,2655
4107,1074,959
4108,517,937
4109,1095,1268
4110,659,348
4111,1172,3234
4112,1153,1370
4113,531,3624
4114,946,271
4115,1453,3849
4116,854,2262
4117,152,4825
4118,641,3274
4119,618,2429
4120,712,3109
4121,1255,3901
4122,1098,4855
4123,1075,4675
4124,650,3764
4125,268,5036
4126,821,3111
4127,939,4288
4128,372,3606
4129,904,3034
4130,276,3399
4131,991,2187
4132,447,3193
4133,452,194
4134,76,2500
4135,877,4567
4136,200,4643
4137,486,3000
4138,167,4485
4139,437,1703
4140,989,4800
4141,362,875
4142,219,847
4143,732,2150
4144,915,278
4145,743,3129
4146,585,4096
4147,1078,136
4148,346,5146
4149,36,2562
4150,1342,3373
4151,1123,466
4152,1191,1664
4153,0,3912
4154,1172,3858
4155,680,5095
4156,569,4298
4157,301,3700
4158,1183,643
4159,1236,1718
4160,169,2813
4161,633,3386
4162,1032,1229
4163,1394,2889
4164,1300,4705
4165,802,2577
4166,1447,1215
4167,949,624
4168,898,2736
4169,1027,4433
4170,1287,458
4171,678,3737
4172,305,4913
4173,172,4883
4174,869,4730
4175,1442,615
4176,1019,2814
4177,660,3251
4178,745,4351
4179,652,2357
4180,1244,1224
4181,882,5002
4182,608,2785
4183,57,514
4184,216,4055
4185,1023,675
4186,1468,3143
4187,1273,3260
4188,540,3591
4189,176,2941
4190,338,2947
4191,506,3376
4192,1190,580
4193,1033,3094
4194,1205,4471
4195,662,5136
4196,1209,1275
4197,904,3762
4198,58,456
4199,138,4333
4200,136,2240
4201,622,4250
4202,17,4042
4203,1491,4806
4204,1082,2365
4205,728,389
4206,1220,1981
4207,340,4956
4208,730,1609
4209,400,4279
4210,1306,178
4211,1023,2961
4212,921,4363
4213,998,3984
4214,764,491
4215,429,942
4216,546,3984
4217,1440,1361
4218,754,4115
4219,952,2206
4220,1355,3969
4221,881,2986
4222,1283,2865
4223,770,877
4224,763,3501
4225,1151,920
4226,324,4658
4227,37,1820
4228,1132,887
4229,47,2692
4230,115,1229
4231,839,415
4232,1210,4368
4233,962,3302
4234,232,3494
4235,810,421
4236,305,103
4237,318,1314
4238,1206,225
4239,1460,3792
4240,1089,2716
4241,1452,1234
4242,936,3800
4243,586,4935
4244,877,2693
4245,1478,909
4246,1455,375
4247,508,3519
4248,798,248
4249,1272,4008
4250,1134,1694
4251,902,1924
4252,1222,3260
4253,723,4828
4254,1045,4652
4255,147,3953
4256,409,2458
4257,330,3009
4258,492,3781
4259,1181,161
4260,774,4215
4261,716,1962
4262,523,5050
4263,102,2399
4264,851,4379
4265,1022,207
4266,885,2473
4267,1145,837
4268,1067,720
4269,187,1357
4270,403,5044
4271,1143,2047
4272,669,502
4273,199,435
4274,1247,4218
4275,944,4728
4276,369,4553
4277,1235,4947
4278,31,4981
4279,403,4356
4280,611,4914
4281,775,820
4282,906,2302
4283,461,804
4284,342,836
4285,199,3059
4286,778,275
4287,552,3088
4288,624,769
4289,1325,940
4290,609,2289
4291,739,630
4292,930,3443
4293,11,5001
4294,1325,1767
4295,649,5117
4296,223,826
4297,1090,2407
4298,630,2053
4299,1006,3416
4300,1227,4285
4301,870,2153
4302,386,2975
4303,1465,1456
4304,1386,671
4305,1394,3393
4306,1283,2396
4307,944,3036
4308,1142,1159
4309,1478,1844
4310,1020,384
4311,1061,3861
4312,1103,1038
4313,388,1685
4314,870,1563
4315,399,4717
4316,377,3982
4317,1116,4647
4318,349,1819
4319,922,1415
4320,850,1517
4321,1060,709
4322,130,3768
4323,296,2673
4324,878,504
4325,284,1814
4326,173,639
4327,19,2925
4328,646,4208
4329,1489,433
4330,1027,4713
4331,1074,4474
4332,634,2296
4333,116,1286
4334,254,1406
4335,1357,1803
4336,299,2949
4337,344,317
4338,552,1073
4339,90,3004
4340,356,4758
4341,1117,2682
4342,752,4122
4343,130,3555
4344,1257,1610
4345,1441,1024
4346,391,4683
4347,1367,308
4348,172,3072
4349,850,921
4350,701,4520
4351,383,4851
4352,1399,3646
4353,791,1561
4354,297,3282
4355,1036,3534
4356,386,4789
4357,1379,3319
4358,453,2360
4359,78,4491
4360,132,4451
4361,285,302
4362,825,1540
4363,311,579
4364,1029,5029
4365,1034,2145
4366,1320,3515
4367,735,1297
4368,797,1047
4369,1275,518
4370,646,262
4371,558,4015
4372,1083,3351
4373,761,93
4374,626,376
4375,16,3294
4376,1276,1497
4377,1028,2616
4378,1453,4112
4379,569,3933
4380,953,677
4381,922,1116
4382,190,1096
4383,900,2226
4384,714,3080
4385,76,4766
4386,402,1662
4387,1101,2619
4388,56,3405
4389,1235,438
4390,752,2535
4391,578,2737
4392,651,4380
4393,232,1459
4394,797,1399
4395,1204,2559
4396,511,2735
4397,999,1447
4398,568,2250
4399,714,4618
4400,1344,4601
4401,643,4924
4402,533,1957
4403,833,4643
4404,313,2147
4405,221,3986
4406,951,1972
4407,124,3986
4408,552,1506
4409,971,4849
4410,1099,1323
4411,563,4910
4412,875,1327
4413,938,222
4414,1096,380
4415,1231,4568
4416,319,1034
4417,1225,869
4418,834,3656
4419,983,3290
4420,1202,258
4421,270,3757
4422,1320,4315
4423,156,1189
4424,342,86
4425,1261,3159
4426,1271,447
4427,1158,1732
4428,635,4927
4429,1161,4488
4430,1257,2620
4431,940,3970
4432,786,2405
4433,1137,4940
4434,1093,3457
4435,78,5216
4436,990,1945
4437,1065,2829
4438,200,1212
4439,1373,510
4440,281,3095
4441,384,985
4442,1037,4649
4443,1235,1904
4444,1140,4329
4445,1014,4571
4446,566,2544
4447,328,2560
4448,1264,4655
4449,478,1050
4450,355,30
4451,56,4841
4452,754,2613
4453,1008,647
4454,1295,3843
4455,421,1235
4456,703,4701
4457,779,2391
4458,789,399
4459,932,849
4460,963,4214
4461,1063,363
4462,998,3380
4463,1218,2533
4464,360,1436
4465,1286,4936
4466,404,2175
4467,1274,4684
4468,238,3546
4469,305,3597
4470,1376,741
4471,589,2948
4472,775,3337
4473,767,5128
4474,586,3540
4475,800,1752
4476,1064,4626
4477,812,3239
4478,1259,197
4479,268,4267
4480,1486,1371
4481,796,4623
4482,1483,2476
4483,237,2048
4484,1170,4953
4485,254,3458
4486,1239,1446
4487,271,2239
4488,1313,5100
4489,1184,2421
4490,997,2055
4491,109,3974
4492,1444,2337
4493,734,2899
4494,608,2454
4495,776,548
4496,1362,168
4497,1438,484
4498,1408,2184
4499,71,4585
4500,1493,4677
4501,188,5167
4502,585,3548
4503,1074,3183
4504,1227,1832
4505,40,2020
4506,1185,3103
4507,75,549
4508,1228,1384
4509,1334,4451
4510,1044,1705
4511,1217,1631
4512,123,949
4513,816,4921
4514,81,656
4515,403,1025
4516,294,4288
4517,123,3678
4518,1141,76
4519,1418,4782
4520,598,1771
4521,151,3034
4522,178,184
4523,1260,459
4524,1368,277
4525,552,2059
4526,350,4787
4527,492,4712
4528,753,3193
4529,481,2670
4530,737,2271
4531,67,2299
4532,1086,1651
4533,1231,3160
4534,407,3637
4535,203,1813
4536,167,4983
4537,661,3275
4538,587,4031
4539,711,1922
4540,951,2056
4541,12,4847
4542,251,4281
4543,643,703
4544,899,1013
4545,1357,2025
4546,1398,443
4547,407,441
4548,94,4502
4549,421,1130
4550,12,2086
4551,1445,317
4552,1200,4897
4553,774,2908
4554,681,1761
4555,897,253
4556,997,2520
4557,1215,3331
4558,934,469
4559,268,4168
4560,1272,4678
4561,1420,1077
4562,1085,5066
4563,108,940
4564,1099,886
4565,909,5100
4566,1151,5171
4567,570,1503
4568,236,30
4569,1155,2280
4570,1175,1618
4571,341,5208
4572,738,4567
4573,1456,2452
4574,860,3731
4575,750,2622
4576,401,2932
4577,232,968
4578,848,584
4579,1211,2689
4580,1099,3311
4581,144,5059
4582,877,1965
4583,1211,405
4584,1286,2309
4585,374,3439
4586,453,4000
4587,1332,4836
4588,19,5152
4589,269,2032
4590,561,115
4591,62,2479
4592,277,2035
4593,545,4214
4594,88,428
4595,1121,4934
4596,350,4970
4597,389,753
4598,967,2447
4599,302,1401
4600,1169,4064
4601,400,4471
4602,55,2971
4603,1226,4902
4604,666,3130
4605,497,4192
4606,1197,5010
4607,1082,4380
4608,651,2280
4609,990,1489
4610,945,1913
4611,473,2676
4612,658,5104
4613,82,3678
4614,697,2842
4615,925,299
4616,953,2464
4617,491,2238
4618,622,2706
4619,1493,863
4620,741,4682
4621,418,92
4622,1467,942
4623,1457,4830
4624,1177,4601
4625,680,4611
4626,1087,1176
4627,562,590
4628,1246,296
4629,1342,1697
4630,43,3762
4631,1183,4130
4632,209,5105
4633,259,115
4634,367,3952
4635,810,1321
4636,385,2804
4637,1253,2672
4638,370,1160
4639,1391,5115
4640,281,6
4641,1060,4578
4642,848,2645
4643,1274,4175
4644,1457,47
4645,594,1437
4646,1202,4402
4647,565,208
4648,438,3629
4649,761,343
4650,162,2308
4651,519,3242
4652,575,48
4653,104,701
4654,699,1478
4655,656,2775
4656,870,3192
4657,1056,3547
4658,900,1221
4659,366,2787
4660,1040,2639
4661,616,1495
4662,135,4507
4663,326,3702
4664,1053,4460
4665,679,2975
4666,387,1007
4667,925,2476
4668,306,4818
4669,1152,147
4670,417,505
4671,63,1453
4672,1212,3874
4673,896,1319
4674,1009,4161
4675,1226,3351
4676,1011,3688
4677,1102,2442
4678,875,2942
4679,1007,661
4680,1410,3033
4681,521,3613
4682,467,3494
4683,811,3904
4684,1488,2185
4685,254,3583
4686,1253,3574
4687,533,758
4688,1484,3965
4689,705,5182
4690,1386,3353
4691,1243,1407
4692,699,3418
4693,725,3756
4694,398,2717
4695,707,1124
4696,102,1628
4697,715,2099
4698,1248,3965
4699,617,4766
4700,628,1569
4701,1110,4561
4702,869,101
4703,533,4502
4704,86,1531
4705,711,366
4706,1443,3285
4707,520,1902
4708,841,3599
4709,577,1862
4710,1298,1862
4711,1192,3538
4712,1062,1308
4713,456,645
4714,907,3481
4715,29,4630
4716,179,1375
4717,1182,1777
4718,1149,3806
4719,167,1034
4720,340,1116
4721,1334,702
4722,157,435
4723,564,3525
4724,942,3746
4725,754,3317
4726,419,4828
4727,1180,1626
4728,1035,82
4729,326,5095
4730,684,3674
4731,1012,1614
4732,1201,3715
4733,1214,2730
4734,1465,2269
4735,565,3088
4736,934,4026
4737,754,3901
4738,858,4724
4739,807,2074
4740,963,2502
4741,164,1741
4742,1265,2878
4743,1464,1011
4744,971,2724
4745,898,2412
4746,1362,4185
4747,796,1655
4748,0,1760
4749,518,4588
4750,538,2959
4751,1061,2893
4752,1259,4800
4753,1009,3292
4754,294,3074
4755,1110,2300
4756,544,3974
4757,508,4547
4758,339,2503
4759,44,4423
4760,1131,4939
4761,1329,1140
4762,211,4050
4763,680,4217
4764,939,571
4765,1004,203
4766,705,127
4767,1233,3112
4768,567,1786
4769,977,3214
4770,632,4477
4771,1310,2917
4772,512,2872
4773,1365,4088
4774,119,3482
4775,1170,1317
4776,288,1778
4777,519,4354
4778,368,4343
4779,36,391
4780,1056,409
4781,649,4736
4782,1442,1673
4783,1159,2433
4784,1313,4853
4785,1443,3699
4786,421,2844
4787,544,1322
4788,1492,330
4789,1300,4044
4790,54,4426
4791,1094,4492
4792,210,4137
4793,593,4350
4794,1009,3944
4795,1210,2050
4796,624,5173
4797,649,3725
4798,345,2353
4799,204,5047
4800,427,4624
4801,750,2573
4802,992,1483
4803,238,667
4804,1247,3300
4805,1329,472
4806,617,67
4807,1129,4499
4808,686,4770
4809,298,4835
4810,680,166
4811,743,3305
4812,1226,5096
4813,120,3541
4814,982,2485
4815,487,1037
4816,1330,1583
4817,252,3296
4818,289,253
4819,1405,45
4820,629,4691
4821,1252,1553
4822,1248,4458
4823,1179,5139
4824,135,4873
4825,552,5068
4826,1218,3903
4827,1050,3357
4828,189,5054
4829,1405,890
4830,1177,4831
4831,1447,1779
4832,957,717
4833,948,4196
4834,813,832
4835,884,3608
4836,280,2916
4837,1014,3052
4838,1492,658
4839,1123,2116
4840,1203,1321
4841,339,308
4842,947,876
4843,21,2550
4844,1214,849
4845,983,4048
4846,84,425
4847,294,2931
4848,783,4534
4849,576,975
4850,1435,4974
4851,1489,2326
4852,1433,1673
4853,1014,649
4854,21,3771
4855,226,2267
4856,29,3282
4857,17,72
4858,709,1409
4859,1416,2098
4860,1192,1912
4861,1256,1235
4862,1115,3777
4863,1056,1850
4864,1406,2640
4865,700,1013
4866,764,727
4867,1150,1814
4868,328,3375
4869,572,3890
4870,1154,3162
4871,933,4518
4872,403,4220
4873,683,3256
4874,615,71
4875,1336,2895
4876,534,432
4877,977,3547
4878,124,451
4879,1395,62
4880,1385,3749
4881,822,1349
4882,1444,2856
4883,1108,3184
4884,1381,4159
4885,524,4366
4886,942,1750
4887,1267,47
4888,379,1718
4889,370,1456
4890,211,4773
4891,1141,2481
4892,739,1496
4893,1356,129
4894,666,4584
4895,834,3817
4896,333,1933
4897,85,4448
4898,971,2845
4899,214,753
4900,533,1009
4901,1171,2041
4902,845,2441
4903,331,1935
4904,1246,125
4905,1308,2741
4906,238,2797
4907,373,2200
4908,1458,113
4909,1038,2026
4910,868,3439
4911,473,5215
4912,144,3161
4913,613,3473
4914,719,127
4915,1208,49
4916,1118,4575
4917,355,4849
4918,796,208
4919,551,1362
4920,266,1517
4921,1448,2621
4922,711,2314
4923,1253,3234
4924,1187,885
4925,1488,3733
4926,1484,4183
4927,557,2673
4928,493,1536
4929,807,3528
4930,145,428
4931,563,3759
4932,1246,3440
4933,321,2843
4934,1489,2905
4935,417,3792
4936,1293,1139
4937,1301,2334
4938,1412,3674
4939,134,2998
4940,414,389
4941,1281,3572
4942,630,3337
4943,886,3710
4944,194,2024
4945,924,3823
4946,240,4465
4947,171,1038
4948,943,1190
4949,326,3175
4950,536,3778
4951,944,4809
4952,564,4627
4953,721,4157
4954,596,4699
4955,1074,2607
4956,388,3515
4957,894,2945
4958,603,1704
4959,1210,2999
4960,800,3692
4961,1429,1517
4962,941,4031
4963,155,3137
4964,183,520
4965,784,3209
4966,209,4413
4967,1484,346
4968,1254,1029
4969,377,2222
4970,1027,1557
4971,1016,4483
4972,1071,4657
4973,1211,4710
4974,204,3118
4975,552,4132
4976,634,871
4977,431,4498
4978,628,1241
4979,1305,3670
4980,114,3612
4981,535,4569
4982,444,2591
4983,610,178
4984,469,3905
4985,1104,4187
4986,1079,2843
4987,1166,2772
4988,1152,4066
4989,834,1265
4990,818,2585
4991,588,2522
4992,655,2320
4993,1365,163
4994,918,4412
4995,1447,4745
4996,649,3688
4997,373,153
4998,359,2464
4999,1172,3558
5000,139,1687
5001,1416,2273
5002,1201,1757
5003,467,2733
5004,1136,4710
5005,943,3461
5006,790,463
5007,1322,1543
5008,1270,3531
5009,1362,564
5010,424,3675
5011,640,2824
5012,1369,4314
5013,684,2336
5014,287,2557
5015,228,2713
5016,1488,1826
5017,603,588
5018,1339,3111
5019,458,4424
5020,1481,4206
5021,796,3329
5022,1429,4392
5023,1450,1716
5024,1353,905
5025,587,4096
5026,1005,4208
5027,833,3930
5028,772,4098
5029,110,383
5030,742,2155
5031,498,3611
5032,713,1606
5033,1205,1769
5034,433,2319
5035,1037,184
5036,126,390
5037,1310,631
5038,843,3964
5039,596,5125
5040,902,1593
5041,1134,1986
5042,1478,3238
5043,743,3269
5044,974,2558
5045,469,2001
5046,1495,4886
5047,1308,292
5048,1235,468
5049,1243,3986
5050,889,677
5051,673,2392
5052,9,1061
5053,1127,2742
5054,1441,2513
5055,20,4194
5056,490,3801
5057,1258,4814
5058,344,5173
5059,314,2846
5060,1189,1439
5061,26,1963
5062,695,531
5063,392,1025
5064,88,137
5065,436,634
5066,1399,182
5067,397,1211
5068,761,2374
5069,723,3436
5070,77,406
5071,482,2933
5072,604,4963
5073,395,4643
5074,71,2399
5075,129,4185
5076,1162,2380
5077,646,1082
5078,692,4914
5079,16,3623
5080,569,3222
5081,643,2276
5082,896,5083
5083,1142,1681
5084,135,778
5085,1492,4763
5086,752,1283
5087,1307,5208
5088,1002,2032
5089,407,3797
5090,650,2630
5091,804,4798
5092,1278,1749
5093,454,454
5094,576,3488
5095,1448,4837
5096,377,3774
5097,969,4022
5098,906,1891
5099,1241,3648
5100,1043,4659
5101,212,859
5102,1367,4620
5103,805,4886
5104,1371,3018
5105,1152,2043
5106,911,4597
5107,1481,5008
5108,249,1082
5109,1109,3498
5110,583,3513
5111,846,3019
5112,345,4069
5113,1345,3046
5114,290,4088
5115,113,688
5116,1062,4946
5117,536,4778
5118,1272,4924
5119,531,46
5120,202,4460
5121,866,3033
5122,177,837
5123,431,5075
5124,1128,2342
5125,1350,3505
5126,1171,3079
5127,819,2995
5128,330,2521
5129,796,2788
5130,947,3293
5131,1311,4710
5132,285,1782
5133,73,1998
5134,521,1540
5135,386,5168
5136,1382,2200
5137,1327,4868
5138,187,3763
5139,1416,4182
5140,763,1868
5141,970,1934
5142,1442,3871
5143,724,3637
5144,406,1882
5145,864,4285
5146,487,4174
5147,1014,2619
5148,289,1862
5149,446,4078
5150,905,3339
5151,702,1782
5152,472,1610
5153,1336,3732
5154,597,2498
5155,120,4545
5156,1146,5018
5157,1285,3927
5158,565,2154
5159,1062,791
5160,432,321
5161,968,1346
5162,324,2812
5163,407,1654
5164,57,2521
5165,778,413
5166,1231,2497
5167,1299,4962
5168,1343,2743
5169,1256,1189
5170,1161,2935
5171,173,4603
5172,1374,4532
5173,687,3090
5174,1073,2601
5175,336,1288
5176,555,1456
5177,194,4047
5178,1464,4755
5179,994,2407
5180,498,4769
5181,621,3069
5182,1078,5174
5183,1449,2289
5184,192,1131
5185,1090,1718
5186,1296,3900
5187,1160,2870
5188,1381,1630
5189,342,5193
5190,737,5213
5191,527,3777
5192,149,88
5193,322,898
5194,1015,3738
5195,856,378
5196,158,2284
5197,1029,3729
5198,533,2215
5199,710,3179
5200,706,4835
5201,1338,1960
5202,968,1221
5203,289,4008
5204,1271,2459
5205,844,4516
5206,115,3481
5207,487,1224
5208,339,200
5209,1378,565
5210,244,2124
5211,1334,2559
5212,49,1096
5213,955,2510
5214,327,3063
5215,869,403
5216,509,3570
5217,122,3939
5218,690,4728
5219,268,5204
5220,1481,3057
5221,126,1128
5222,536,471
5223,538,4299
5224,723,4136
5225,463,652
5226,849,4290
5227,198,3889
5228,1380,3118
5229,381,4587
5230,917,3026
5231,405,4630
5232,521,4099
5233,1119,4424
5234,599,4360
5235,1178,4508
5236,1358,845
5237,1069,1501
5238,1045,1252
5239,1460,3738
5240,207,4363
5241,458,3698
5242,147,3301
5243,258,1248
5244,892,5034
5245,481,1211
5246,635,4110
5247,791,4331
5248,501,2902
5249,609,5120
5250,1027,352
5251,1457,4532
5252,1417,3089
5253,1271,1737
5254,495,2752
5255,193,1964
5256,948,1604
5257,529,1618
5258,103,4617
5259,1076,3491
5260,1341,1501
5261,582,2400
5262,818,1432
5263,945,4617
5264,1414,1135
5265,1418,3784
5266,488,906
5267,145,2537
5268,490,3259
5269,473,3797
5270,994,1090
5271,851,3985
5272,665,4001
5273,1281,2326
5274,872,4301
5275,1310,4251
5276,883,2813
5277,586,4730
5278,332,4555
5279,620,2997
5280,610,2267
5281,1065,3841
5282,283,169
5283,1477,2089
5284,314,3374
5285,1131,7
5286,1139,5033
5287,160,3281
5288,1030,272
5289,22,1039
5290,614,4521
5291,259,3121
5292,156,3526
5293,1403,200
5294,999,4176
5295,1352,1986
5296,451,3136
5297,899,1170
5298,763,5198
5299,452,1670
5300,140,4820
5301,284,3470
5302,1452,393
5303,246,4602
5304,1342,236
5305,818,1952
5306,1432,2079
5307,498,1457
5308,1294,3808
5309,313,1251
5310,492,4801
5311,181,793
5312,750,3023
5313,591,3712
5314,446,235
5315,938,1689
5316,560,4860
5317,924,5163
5318,1213,3084
5319,1014,147
5320,532,1990
5321,1220,1189
5322,872,4432
5323,1164,5128
5324,135,4622
5325,237,5143
5326,1088,4717
5327,293,2245
5328,633,787
5329,808,4775
5330,278,4031
5331,1378,3380
